,idx,calculated,observed,ttv,ttverr1,ttverr2,significant
0,0,1792.793937409414,1792.7881217198074,-8.37459303351352,10.514690108497271,-13.24590793212539,False
1,1,1799.8670294234107,1799.870284633915,4.687503126078809,4.871981523520111,-5.004562352539198,False
2,2,1806.9401214374077,1806.9327287875115,-10.645415850594873,8.656896267890772,-17.559870250435807,True
3,3,1814.0132134514045,1814.013960368709,1.0755609184343484,4.30712960397721,-7.335431086107837,False
4,4,1821.0863054654012,1821.0836620490725,-3.806519513382227,11.584675453954338,-5.3281439395904275,False
5,6,1835.232489493395,1835.2373201930072,6.956207441689912,4.4995726785102015,-6.917485753135899,True
6,27,1983.7674217873282,1983.7749343753876,10.81812680553412,5.144411075322771,-6.389820089573053,True
7,28,1990.8405138013252,1990.8394393775282,-1.547170267731417,4.729805096526506,-5.453761155327434,False
8,29,1997.913605815322,1997.9154321290712,2.629891798897006,7.504405978240758,-7.1444726425353435,False
9,30,2004.9866978293187,2004.9906714718004,5.722045173642982,5.287852035804662,-5.790436236223947,False
10,131,2719.368991242998,2719.3606713398094,-11.980660591798369,5.644697984110916,-4.478536455685587,True
11,132,2726.442083256995,2726.4426334362242,0.7922580902231857,4.478684860807694,-3.9986159492532694,False
12,133,2733.515175270992,2733.5152817714143,0.15336060787376482,4.302603132374214,-5.368852033443501,False
13,134,2740.588267284989,2740.5917563784874,5.024294637842104,6.201881490249709,-4.7573682318004265,True
14,155,2889.123199578922,2889.1280102849073,6.927416618636926,5.157980205684669,-6.931775508427257,False
15,157,2903.2693836069157,2903.26767690664,-2.4576483966666274,6.588243872983639,-6.9367178279764214,False
16,159,2917.4155676349096,2917.4179807500886,3.474885857795016,6.2274252843527425,-5.1196675352633285,False
17,161,2931.561751662903,2931.558316919844,-4.946030005230568,7.088497817784874,-13.02462416188606,False
